hg_stock_id
HGFA0034DDD829874CC091E4C63893BBAE1A
HGFA00632BAF0AB04A0AB72E6DC6C72E5259
HGFA007485B23A104F51B0BDAD0231A1FDBD
HGFA007FDB0CC2474D319387FA0CFDD1FDE0
HGFA008F37E3FE044CE986C359704E949A7F
HGFA009B09963DC74C26B9B2290022BEF81D
HGFA00C6C3FA1BE44F878352883449CC1578
HGFA012C44E77218457294657152AADDF69B
HGFA01448C5DC1DA4985B58B4F2B55C47701
HGFA016178C5B54A49B9A0E963EF7FD68C91
HGFA019ED3C55F194E09B471D55E2F97B653
HGFA01AEE459270444139E4D7646690E2882
HGFA01CADAA79D8B48F4B11A86F5D7A63EC2
HGFA01CECAFA059F498DB809D31D8EEAA8C9
HGFA01E7AAF99A3A4383BE692F981E50C529
HGFA01EA2DFD50C64D908E987877DD208B2B
HGFA01F39F480B0C46C29F408B80DA42E267
HGFA0236AC1AF33E418DAC7F67DAB9FF2394
HGFA0251FDBE2A6241A19041AA374A7D692B
HGFA0256A6F598B54CECA1D595E8996F7FD1
HGFA0288DBC490C34085B2B6838AA5654C0D
HGFA028BE256CD234D93BC50CA0865A04EFE
HGFA028DAE15105540109BF1AE1B227719F5
HGFA029BC17F4CA74D168F4A22761A8A9A3C
HGFA02D7B4DB79F9428A8B850596FF7DBD56
HGFA02DABF6AC7D54BF3977088784C02BFB6
HGFA02F1DF97C3F746108A9DBA7C1EE7DB84
HGFA02F54A142FE24C868EE8327D7924D675
HGFA03099AD03C3044D580C7E13D77805CCA
HGFA033A6752E5284C27BCB1E3011F8C118B
HGFA03889B519C2D4CB7B2A00DFACF187FB9
HGFA03AA6C349D9A4A73ABF72D827286BB92
HGFA03E53CBD7A0D439EB52A6D4A19A6DD81
HGFA03EA8B5CFDDB4033887998725E0FABB1
HGFA03ED5FCF123C40BB98264E4A2A1916EE
HGFA03F06E6814AB4D81BE781E29C2484E11
HGFA043B71565AEF44EEB5C5AAC3AC97F4DE
HGFA044D1B2E03394421A5860524721F7CD6
HGFA049970A1D0114CABBC22236385B5466E
HGFA04E07EAB0FD64C3FBC16D35FD3BFA5F5
HGFA04E1EF07B7DD4C89B530528A851343B9
HGFA04F34274CF154E69ADAC348B3750EE3A
HGFA04FEB4C495644E4789A75D7224988BB4
HGFA050E71A5D35D4DFBB472FE09E5C53721
HGFA054B371DE0104B4FA165FF4573B5100F
HGFA0561AA341BF24E5EB560C82442ADA6DF
HGFA057F60A7FCC04452B195E3BA4A188D78
HGFA0584FC3430CF420CB86A5D7C9BF5C792
HGFA05982F46663D4990B70962E27B6FFA34
HGFA05FF7B6F931E49A095575413B93CE92E
HGFA0613C44308E14724807A77B370577144
HGFA0659C115CEFB4DD280BF94A87E7F19C8
HGFA06626EBA27BF452E82285BAF3C5C7A18
HGFA0679BF0BE0814578A6C355791DF9E528
HGFA067D1849EEB64FACB16F09595BD8E825
HGFA06988A98C5224970AC3F40C6AF68F075
HGFA06A48D2D86F44EC79D9B00CC6AB48614
HGFA06F1A48CC1274CD08666EE78BD9253DA
HGFA07277C1BBB4047839A6BD8CDB63C3EC3
HGFA0732AE6413BD486D97599C7FD72FADDD
HGFA0790878BECB548F49BE36B206FB5563C
HGFA0797D0A6F5AE44539127237A80C2C247
HGFA07D2A973A10147569FB9BA0D4CE9DD40
HGFA081CF01B6AE943D6A361A1BE1CE42DBE
HGFA08CFD8612173449D8D8F4D904D0EEED0
HGFA08D2B3A6C31C4EBEB21CF4900A58074F
HGFA08E61FC4BFA24C7DA59C71B330275FD1
HGFA09395DBA526B4CBE9046462FD1348003
HGFA09497B4B0BDF4C0182A15A23FAF0D84C
HGFA096A95B9FB114D658558DA1AF19CC18A
HGFA097906C380874BD2956866E75F404057
HGFA09A75CB389DE4176A43D917BC8AFC23F
HGFA09B90136FC964B1FA0E927D4172784C6
HGFA09BB462AD37B4269BA0C9DB94C39CF2F
HGFA09C5E3D3A12A4F138E8FC9C294A3B605
HGFA0A0D2D39697B439D82A4212FD76C1EF9
HGFA0A0DCCB889C24343953756DE0E0D4BD3
HGFA0A1EACF09B8644C9B31EB0D1D9725CBD
HGFA0A3EB0A49D17413685E5DD76508BFFC5
HGFA0A65E99A61454A8F9897325F39E6311C
HGFA0A71E17C70F741F599B91DB55886E5BD
HGFA0ADFB3B28EBD48E4926E79D8E8B82BF0
HGFA0B0CA3A214C04875976CEA2D426F0001
HGFA0B8E729FE8834A55BA2A2D704028833C
HGFA0BB03F420329411A959C754C58298A27
HGFA0BB2D22E19E740B9A405B1A6EF9CE1FA
HGFA0BC270CD34BF4C3DAF5AB3E44E30E0C4
HGFA0BC750A4B5EE448FAF84A31E7DA7BAE5
HGFA0BFD8A07C1A44181AEAF5FA3EDBF0F10
HGFA0C0BA9EF1E804214B02848CBFB45D2DB
HGFA0C0F4BA529594590A9A374E73C6BD1D1
HGFA0C227727425E40FD85AB9EE2DAEBE4B3
HGFA0C370386CAF647F7ADC920D45C600A24
HGFA0C96992E99D94570B85F20DD2C481F30
HGFA0CA02A66B1CA4023A8D90A38F42FE963
HGFA0CB88F2CFB044966AA0204BC5201B960
HGFA0CCCBF3E988F4A05ADF506823CDFF677
HGFA0CEED87710094A8992EF6F3F2A2CE645
HGFA0D169665359F4A83A4862492BCFE6726
HGFA0D1BA7181DF544418F104FDF74FF5F39
HGFA0D6041B7A2054A079CC7FDB008D44D92
HGFA0D7DE6FCD68F44709F1B1E302D1EC248
HGFA0DF6CD09939848EBA2EB244D105DABBC
HGFA0E3992F7236E46448043E46E2567427C
HGFA0E58CD020B8C41CF9CC2EE72E3CF8E08
HGFA0E80E690477B4CD886F57722289EEAC2
HGFA0EB94F967DAF4D0BB6E2814B57E28DCF
HGFA0ED6C5C509634EADA98ADCF957E120B8
HGFA0EF1F36DC8694695A923CC979EC4F357
HGFA0EFD4CEB53C74414BDB59BDD588D38F4
HGFA0F245EA458034D4DA7DE31D43C1EB460
HGFA0F5A64C80D5740829BBD388234933964
HGFA0F6AFAA322AF4B839853DEE0CA91BED9
HGFA0F8AC0732934462A8C8C8759CD525724
HGFA0FB2A538A01F48BA81D610F8CC075FDF
HGFA0FCBD4C7743C4060833ABC549076B1A6
HGFA0FED261D31644FD785E8A8BB76673A52
HGFA0FFBB353D88E4CDC96403ADB04B35D70
HGFA1004F597D60B4BBA91A288D1F05505E0
HGFA102F2AAEC9304151A60B3FD792ECA9C5
HGFA108018A224194400BD6301348B3DB11F
HGFA1093966B7BD5492EA86EE87163C138F8
HGFA10B7A0827F094278B8639B697304D7FD
HGFA10BB028E234443819868F6B4CBAD5717
HGFA10D88B2199D24DBEA78A24F8C6FC5459
HGFA10DE4A1793D0497E8743C14B2191CEFD
HGFA10F90758568143C6851F2A409D475C92
HGFA10FAE1CF8C854EAB86B3C0443A4797B6
HGFA1102DA61FE204315B7C393C03EBC5198
HGFA117116631CB94AC386C61CC08170CEF9
HGFA11745D5F11AF4A94B246A85FB58EE450
HGFA11986FBAC7BA4224ADD5274411839080
HGFA11A0763E03B64768B189D05330BEAA6D
HGFA11AE2995358640D2A03F2A69A72D8F97
HGFA11B87ACB82ED4BFB9D840E6B7AB1E96C
HGFA11B8BB12C4AA4E44A36A701390BD7C8E
HGFA11EF3BC8F0F343E9AB5ACD7891D79836
